ENSG00000000003 ENST00000373020
ENSG00000063515 ENST00000086933
ENSG00000063587 ENST00000370251
ENSG00000063601 ENST00000445323
ENSG00000063660 ENST00000264039
ENSG00000063761 ENST00000238561
ENSG00000063854 ENST00000397356
ENSG00000063978 ENST00000511600
ENSG00000064012 ENST00000358485
ENSG00000064042 ENST00000313860
ENSG00000064102 ENST00000261191
ENSG00000064115 ENST00000343028
ENSG00000064195 ENST00000434704
ENSG00000064199 ENST00000532692
ENSG00000064201 ENST00000182290
ENSG00000064205 ENST00000372868
ENSG00000064218 ENST00000190165
ENSG00000064225 ENST00000613264
ENSG00000064270 ENST00000416219
ENSG00000064300 ENST00000172229
ENSG00000064309 ENST00000392693
ENSG00000064313 ENST00000378164
ENSG00000064393 ENST00000406875
ENSG00000064419 ENST00000265388
ENSG00000064489 ENST00000444486
ENSG00000064490 ENST00000303088
ENSG00000064545 ENST00000162044
ENSG00000064547 ENST00000542587
ENSG00000064601 ENST00000372484
ENSG00000064607 ENST00000452918
ENSG00000064651 ENST00000262461
ENSG00000064652 ENST00000261369
ENSG00000064655 ENST00000327619
ENSG00000064666 ENST00000562958
ENSG00000064687 ENST00000263094
ENSG00000064692 ENST00000261367
ENSG00000064703 ENST00000369702
ENSG00000064726 ENST00000261721
ENSG00000064787 ENST00000395961
ENSG00000064835 ENST00000344265
ENSG00000064886 ENST00000445067
ENSG00000064932 ENST00000361757
ENSG00000064933 ENST00000441310
ENSG00000064961 ENST00000333651
ENSG00000064989 ENST00000409998
ENSG00000064995 ENST00000361288
ENSG00000064999 ENST00000360359
ENSG00000065000 ENST00000355272
ENSG00000065029 ENST00000373953
ENSG00000065054 ENST00000424542
ENSG00000065057 ENST00000219066
ENSG00000065060 ENST00000192788
ENSG00000065135 ENST00000369851
ENSG00000065150 ENST00000261574
ENSG00000065154 ENST00000368845
ENSG00000065183 ENST00000349139
ENSG00000065243 ENST00000370521
ENSG00000065268 ENST00000585809
ENSG00000065308 ENST00000182527
ENSG00000065320 ENST00000173229
ENSG00000065325 ENST00000262441
ENSG00000065328 ENST00000484800
ENSG00000065357 ENST00000331886
ENSG00000065361 ENST00000267101
ENSG00000065413 ENST00000409919
ENSG00000065427 ENST00000319410
ENSG00000065457 ENST00000307921
ENSG00000065485 ENST00000316218
ENSG00000065491 ENST00000373491
ENSG00000065518 ENST00000184266
ENSG00000065526 ENST00000375759
ENSG00000065534 ENST00000360304
ENSG00000065548 ENST00000337859
ENSG00000065559 ENST00000415385
ENSG00000065600 ENST00000535273
ENSG00000065609 ENST00000439399
ENSG00000065613 ENST00000369755
ENSG00000065615 ENST00000369681
ENSG00000065618 ENST00000353479
ENSG00000065621 ENST00000338595
ENSG00000065665 ENST00000298428
ENSG00000065675 ENST00000263125
ENSG00000065717 ENST00000590536
ENSG00000065802 ENST00000264607
ENSG00000065809 ENST00000181796
ENSG00000065833 ENST00000369705
ENSG00000065882 ENST00000261439
ENSG00000065883 ENST00000181839
ENSG00000065911 ENST00000394053
ENSG00000065923 ENST00000616978
ENSG00000065970 ENST00000162391
ENSG00000065978 ENST00000321358
ENSG00000065989 ENST00000380702
ENSG00000066027 ENST00000261461
ENSG00000066032 ENST00000402739
ENSG00000066044 ENST00000407627
ENSG00000066056 ENST00000372476
ENSG00000066084 ENST00000301180
ENSG00000066117 ENST00000394963
ENSG00000066135 ENST00000372396
ENSG00000066136 ENST00000425457
ENSG00000066185 ENST00000372565
ENSG00000066230 ENST00000264938
ENSG00000066248 ENST00000264051
ENSG00000066279 ENST00000367409
ENSG00000066294 ENST00000311224
ENSG00000066322 ENST00000621943
ENSG00000066336 ENST00000227163
ENSG00000066379 ENST00000332435
ENSG00000066382 ENST00000358117
ENSG00000066405 ENST00000183605
ENSG00000066422 ENST00000312938
ENSG00000066427 ENST00000558190
ENSG00000066455 ENST00000163416
ENSG00000066468 ENST00000457416
ENSG00000066557 ENST00000370952
ENSG00000066583 ENST00000173527
ENSG00000066629 ENST00000334192
ENSG00000066651 ENST00000334379
ENSG00000066654 ENST00000381337
ENSG00000066735 ENST00000423312
ENSG00000066739 ENST00000359933
ENSG00000066777 ENST00000262215
ENSG00000066827 ENST00000377838
ENSG00000066855 ENST00000262146
ENSG00000066926 ENST00000382873
ENSG00000066933 ENST00000356056
ENSG00000067048 ENST00000360160
ENSG00000067057 ENST00000381125
ENSG00000067064 ENST00000381344
ENSG00000067066 ENST00000340126
ENSG00000067082 ENST00000497571
ENSG00000067113 ENST00000264775
ENSG00000067141 ENST00000339362
ENSG00000067167 ENST00000262213
ENSG00000067177 ENST00000373542
ENSG00000067182 ENST00000162749
ENSG00000067191 ENST00000394303
ENSG00000067208 ENST00000540033
ENSG00000067221 ENST00000541638
ENSG00000067225 ENST00000319622
ENSG00000067248 ENST00000251636
ENSG00000067334 ENST00000436063
ENSG00000067365 ENST00000381920
ENSG00000067369 ENST00000382044
ENSG00000067445 ENST00000173898
ENSG00000067533 ENST00000366932
ENSG00000067560 ENST00000418115
ENSG00000067596 ENST00000262415
ENSG00000067606 ENST00000378567
ENSG00000067646 ENST00000449237
ENSG00000067704 ENST00000366922
ENSG00000067715 ENST00000261205
ENSG00000067798 ENST00000397909
ENSG00000067829 ENST00000217901
ENSG00000067836 ENST00000322048
ENSG00000067840 ENST00000393758
ENSG00000067842 ENST00000263519
ENSG00000067900 ENST00000399799
ENSG00000067955 ENST00000412916
ENSG00000067992 ENST00000441463
ENSG00000068001 ENST00000447092
ENSG00000068024 ENST00000345617
ENSG00000068028 ENST00000357043
ENSG00000068078 ENST00000340107
ENSG00000068079 ENST00000438323
ENSG00000068097 ENST00000184956
ENSG00000068120 ENST00000590958
ENSG00000068137 ENST00000591022
ENSG00000068305 ENST00000354410
ENSG00000068308 ENST00000156084
ENSG00000068323 ENST00000315869
ENSG00000068354 ENST00000376771
ENSG00000068366 ENST00000340800
ENSG00000068383 ENST00000368594
ENSG00000068394 ENST00000156109
ENSG00000068400 ENST00000376423
ENSG00000068438 ENST00000348411
ENSG00000068615 ENST00000453231
ENSG00000068650 ENST00000487903
ENSG00000068654 ENST00000263857
ENSG00000068697 ENST00000175091
ENSG00000068724 ENST00000394850
ENSG00000068745 ENST00000328631
ENSG00000068781 ENST00000394754
ENSG00000068784 ENST00000263736
ENSG00000068796 ENST00000407818
ENSG00000068831 ENST00000354024
ENSG00000068878 ENST00000404125
ENSG00000068885 ENST00000326448
ENSG00000068903 ENST00000249396
ENSG00000068912 ENST00000185150
ENSG00000068971 ENST00000164133
ENSG00000068976 ENST00000164139
ENSG00000068985 ENST00000376150
ENSG00000069011 ENST00000265340
ENSG00000069018 ENST00000513104
ENSG00000069020 ENST00000403625
ENSG00000069188 ENST00000392650
ENSG00000069206 ENST00000175238
ENSG00000069248 ENST00000261396
ENSG00000069275 ENST00000367142
ENSG00000069345 ENST00000317089
ENSG00000069399 ENST00000164227
ENSG00000069424 ENST00000378083
ENSG00000069431 ENST00000261200
ENSG00000069482 ENST00000265643
ENSG00000069493 ENST00000261340
ENSG00000069509 ENST00000378045
ENSG00000069535 ENST00000378069
ENSG00000069667 ENST00000261523
ENSG00000069696 ENST00000176183
ENSG00000069702 ENST00000212355
ENSG00000069712 ENST00000636278
ENSG00000069812 ENST00000377834
ENSG00000069849 ENST00000286371
ENSG00000069869 ENST00000508342
ENSG00000069943 ENST00000164305
ENSG00000069956 ENST00000261845
ENSG00000069966 ENST00000261837
ENSG00000069974 ENST00000396307
ENSG00000069998 ENST00000336737
ENSG00000070010 ENST00000263202
ENSG00000070018 ENST00000261349
ENSG00000070019 ENST00000261170
ENSG00000070031 ENST00000176195
ENSG00000070047 ENST00000264555
ENSG00000070061 ENST00000374647
ENSG00000070081 ENST00000529010
ENSG00000070087 ENST00000239940
ENSG00000070159 ENST00000374541
ENSG00000070182 ENST00000556626
ENSG00000070190 ENST00000512369
ENSG00000070193 ENST00000264664
ENSG00000070214 ENST00000374720
ENSG00000070269 ENST00000261556
ENSG00000070366 ENST00000263073
ENSG00000070367 ENST00000621441
ENSG00000070371 ENST00000427926
ENSG00000070388 ENST00000215530
ENSG00000070404 ENST00000166139
ENSG00000070413 ENST00000263196
ENSG00000070423 ENST00000292363
ENSG00000070444 ENST00000174618
ENSG00000070476 ENST00000389709
ENSG00000070495 ENST00000445478
ENSG00000070501 ENST00000265421
ENSG00000070526 ENST00000156626
ENSG00000070540 ENST00000262139
ENSG00000070601 ENST00000539465
ENSG00000070610 ENST00000378103
ENSG00000070614 ENST00000261797
ENSG00000070718 ENST00000518421
ENSG00000070729 ENST00000251102
ENSG00000070731 ENST00000225276
ENSG00000070748 ENST00000337653
ENSG00000070756 ENST00000318607
ENSG00000070759 ENST00000372086
ENSG00000070761 ENST00000262498
ENSG00000070770 ENST00000262506
ENSG00000070778 ENST00000556564
ENSG00000070785 ENST00000360403
ENSG00000070808 ENST00000398376
ENSG00000070814 ENST00000377797
ENSG00000070882 ENST00000313367
ENSG00000070886 ENST00000166244
ENSG00000070915 ENST00000438926
ENSG00000070950 ENST00000264926
ENSG00000070961 ENST00000428670
ENSG00000070985 ENST00000155858
ENSG00000071051 ENST00000233154
ENSG00000071054 ENST00000350878
ENSG00000071073 ENST00000264968
ENSG00000071082 ENST00000409028
ENSG00000071127 ENST00000499869
ENSG00000071189 ENST00000428135
ENSG00000071203 ENST00000016913
ENSG00000071205 ENST00000336498
ENSG00000071242 ENST00000503859
ENSG00000071243 ENST00000315870
ENSG00000071246 ENST00000167106
ENSG00000071282 ENST00000157600
ENSG00000071462 ENST00000423497
ENSG00000071537 ENST00000336735
ENSG00000071539 ENST00000166345
ENSG00000071553 ENST00000369762
ENSG00000071564 ENST00000262965
ENSG00000071575 ENST00000155926
ENSG00000071626 ENST00000233078
ENSG00000071655 ENST00000434436
ENSG00000071677 ENST00000165524
ENSG00000071794 ENST00000310053
ENSG00000071859 ENST00000393600
ENSG00000071889 ENST00000322269
ENSG00000071909 ENST00000408978
ENSG00000071967 ENST00000321348
ENSG00000071991 ENST00000262150
ENSG00000071994 ENST00000541970
ENSG00000072041 ENST00000266682
ENSG00000072042 ENST00000381346
ENSG00000072062 ENST00000308677
ENSG00000072071 ENST00000340736
ENSG00000072080 ENST00000168148
ENSG00000072110 ENST00000394419
ENSG00000072121 ENST00000347230
ENSG00000072133 ENST00000262752
ENSG00000072134 ENST00000314728
ENSG00000072135 ENST00000175756
ENSG00000072163 ENST00000324938
ENSG00000072182 ENST00000347842
ENSG00000072195 ENST00000312358
ENSG00000072201 ENST00000263925
ENSG00000072210 ENST00000339618
ENSG00000072274 ENST00000360110
ENSG00000072310 ENST00000355815
ENSG00000072315 ENST00000262839
ENSG00000072364 ENST00000265343
ENSG00000072401 ENST00000373910
ENSG00000072415 ENST00000261681
ENSG00000072422 ENST00000337910
ENSG00000072501 ENST00000322213
ENSG00000072506 ENST00000168216
ENSG00000072518 ENST00000402010
ENSG00000072571 ENST00000393915
ENSG00000072609 ENST00000432561
ENSG00000072657 ENST00000261180
ENSG00000072682 ENST00000401867
ENSG00000072736 ENST00000346183
ENSG00000072756 ENST00000251607
ENSG00000072778 ENST00000543245
ENSG00000072786 ENST00000176763
ENSG00000072803 ENST00000265094
ENSG00000072818 ENST00000158762
ENSG00000072832 ENST00000324989
ENSG00000072840 ENST00000264956
ENSG00000072849 ENST00000158771
ENSG00000072858 ENST00000393830
ENSG00000072864 ENST00000396355
ENSG00000072952 ENST00000423302
ENSG00000072954 ENST00000187762
ENSG00000072958 ENST00000444449
ENSG00000073008 ENST00000425690
ENSG00000073050 ENST00000262887
ENSG00000073060 ENST00000261693
ENSG00000073067 ENST00000308919
ENSG00000073111 ENST00000265056
ENSG00000073146 ENST00000262794
ENSG00000073150 ENST00000395842
ENSG00000073169 ENST00000380903
ENSG00000073282 ENST00000264731
ENSG00000073331 ENST00000458497
ENSG00000073350 ENST00000392550
ENSG00000073417 ENST00000310298
ENSG00000073464 ENST00000380833
ENSG00000073536 ENST00000442241
ENSG00000073584 ENST00000348513
ENSG00000073598 ENST00000158009
ENSG00000073605 ENST00000418519
ENSG00000073614 ENST00000399788
ENSG00000073670 ENST00000200557
ENSG00000073711 ENST00000264977
ENSG00000073712 ENST00000343279
ENSG00000073734 ENST00000263817
ENSG00000073737 ENST00000432060
ENSG00000073754 ENST00000368174
ENSG00000073756 ENST00000367468
ENSG00000073792 ENST00000457616
ENSG00000073803 ENST00000265026
ENSG00000073849 ENST00000169298
ENSG00000073861 ENST00000177694
ENSG00000073910 ENST00000542859
ENSG00000073921 ENST00000393346
ENSG00000074047 ENST00000452319
ENSG00000074054 ENST00000263710
ENSG00000074071 ENST00000177742
ENSG00000074181 ENST00000263388
ENSG00000074201 ENST00000525428
ENSG00000074211 ENST00000335585
ENSG00000074219 ENST00000598810
ENSG00000074266 ENST00000351625
ENSG00000074276 ENST00000510636
ENSG00000074317 ENST00000310112
ENSG00000074319 ENST00000251968
ENSG00000074356 ENST00000389005
ENSG00000074370 ENST00000359983
ENSG00000074410 ENST00000178638
ENSG00000074416 ENST00000265052
ENSG00000074527 ENST00000343702
ENSG00000074582 ENST00000431802
ENSG00000074590 ENST00000261402
ENSG00000074603 ENST00000341861
ENSG00000074621 ENST00000261892
ENSG00000074657 ENST00000336078
ENSG00000074660 ENST00000263071
ENSG00000074695 ENST00000251047
ENSG00000074696 ENST00000261875
ENSG00000074706 ENST00000422970
ENSG00000074755 ENST00000381638
ENSG00000074771 ENST00000159060
ENSG00000074800 ENST00000234590
ENSG00000074803 ENST00000396577
ENSG00000074842 ENST00000262947
ENSG00000074855 ENST00000159087
ENSG00000074935 ENST00000368662
ENSG00000074964 ENST00000361221
ENSG00000074966 ENST00000264316
ENSG00000075035 ENST00000332082
ENSG00000075043 ENST00000359125
ENSG00000075073 ENST00000373306
ENSG00000075089 ENST00000188312
ENSG00000075131 ENST00000261881
ENSG00000075142 ENST00000265729
ENSG00000075151 ENST00000400422
ENSG00000075188 ENST00000552283
ENSG00000075213 ENST00000265362
ENSG00000075218 ENST00000454366
ENSG00000075223 ENST00000265361
ENSG00000075234 ENST00000381031
ENSG00000075239 ENST00000265838
ENSG00000075240 ENST00000406902
ENSG00000075275 ENST00000262738
ENSG00000075290 ENST00000343737
ENSG00000075292 ENST00000409544
ENSG00000075303 ENST00000341119
ENSG00000075336 ENST00000169551
ENSG00000075340 ENST00000264436
ENSG00000075388 ENST00000168712
ENSG00000075391 ENST00000367649
ENSG00000075399 ENST00000389386
ENSG00000075413 ENST00000429436
ENSG00000075415 ENST00000228318
ENSG00000075420 ENST00000336824
ENSG00000075426 ENST00000264716
ENSG00000075429 ENST00000533854
ENSG00000075461 ENST00000262138
ENSG00000075539 ENST00000358350
ENSG00000075568 ENST00000186436
ENSG00000075643 ENST00000261326
ENSG00000075651 ENST00000351298
ENSG00000075673 ENST00000218548
ENSG00000075702 ENST00000401500
ENSG00000075711 ENST00000346964
ENSG00000075785 ENST00000265062
ENSG00000075790 ENST00000379119
ENSG00000075826 ENST00000370345
ENSG00000075856 ENST00000228284
ENSG00000075884 ENST00000295095
ENSG00000075891 ENST00000370296
ENSG00000075914 ENST00000265564
ENSG00000075945 ENST00000361580
ENSG00000075975 ENST00000170447
ENSG00000076003 ENST00000264156
ENSG00000076043 ENST00000265881
ENSG00000076053 ENST00000375490
ENSG00000076067 ENST00000262031
ENSG00000076108 ENST00000551812
ENSG00000076201 ENST00000265562
ENSG00000076242 ENST00000231790
ENSG00000076248 ENST00000242576
ENSG00000076258 ENST00000367749
ENSG00000076321 ENST00000209884
ENSG00000076344 ENST00000397770
ENSG00000076351 ENST00000612814
ENSG00000076356 ENST00000367033
ENSG00000076382 ENST00000321765
ENSG00000076513 ENST00000261739
ENSG00000076554 ENST00000520527
ENSG00000076555 ENST00000338432
ENSG00000076604 ENST00000262395
ENSG00000076641 ENST00000220597
ENSG00000076650 ENST00000170564
ENSG00000076662 ENST00000160262
ENSG00000076685 ENST00000343289
ENSG00000076706 ENST00000264036
ENSG00000076716 ENST00000370828
ENSG00000076770 ENST00000370853
ENSG00000076826 ENST00000446248
ENSG00000076864 ENST00000495204
ENSG00000076924 ENST00000358368
ENSG00000076928 ENST00000337665
ENSG00000076944 ENST00000441779
ENSG00000076984 ENST00000397983
ENSG00000077009 ENST00000616156
ENSG00000077044 ENST00000264057
ENSG00000077063 ENST00000160373
ENSG00000077080 ENST00000160382
ENSG00000077092 ENST00000330688
ENSG00000077097 ENST00000435706
ENSG00000077147 ENST00000371142
ENSG00000077150 ENST00000369966
ENSG00000077152 ENST00000367274
ENSG00000077232 ENST00000264065
ENSG00000077235 ENST00000356183
ENSG00000077238 ENST00000395762
ENSG00000077254 ENST00000370793
ENSG00000077264 ENST00000360648
ENSG00000077274 ENST00000324068
ENSG00000077279 ENST00000338081
ENSG00000077312 ENST00000243563
ENSG00000077327 ENST00000376624
ENSG00000077348 ENST00000221233
ENSG00000077380 ENST00000397119
ENSG00000077420 ENST00000376236
ENSG00000077454 ENST00000310300
ENSG00000077458 ENST00000358780
ENSG00000077463 ENST00000337491
ENSG00000077514 ENST00000263681
ENSG00000077522 ENST00000542672
ENSG00000077549 ENST00000433834
ENSG00000077585 ENST00000366592
ENSG00000077616 ENST00000534061
ENSG00000077684 ENST00000226319
ENSG00000077713 ENST00000217909
ENSG00000077721 ENST00000371558
ENSG00000077782 ENST00000425967
ENSG00000077935 ENST00000357450
ENSG00000077942 ENST00000327858
ENSG00000077943 ENST00000378076
ENSG00000077984 ENST00000480798
ENSG00000078018 ENST00000360351
ENSG00000078043 ENST00000585916
ENSG00000078053 ENST00000356264
ENSG00000078061 ENST00000290277
ENSG00000078070 ENST00000265594
ENSG00000078081 ENST00000265598
ENSG00000078098 ENST00000188790
ENSG00000078114 ENST00000377122
ENSG00000078124 ENST00000532485
ENSG00000078140 ENST00000261427
ENSG00000078142 ENST00000262039
ENSG00000078177 ENST00000261435
ENSG00000078237 ENST00000179259
ENSG00000078246 ENST00000397132
ENSG00000078269 ENST00000355585
ENSG00000078295 ENST00000338316
ENSG00000078304 ENST00000422945
ENSG00000078328 ENST00000422070
ENSG00000078369 ENST00000610897
ENSG00000078399 ENST00000343483
ENSG00000078401 ENST00000379375
ENSG00000078487 ENST00000398027
ENSG00000078549 ENST00000614107
ENSG00000078579 ENST00000180166
ENSG00000078589 ENST00000171757
ENSG00000078596 ENST00000373298
ENSG00000078618 ENST00000354831
ENSG00000078668 ENST00000521158
ENSG00000078674 ENST00000325083
ENSG00000078687 ENST00000335749
ENSG00000078699 ENST00000346541
ENSG00000078725 ENST00000265922
ENSG00000078747 ENST00000262650
ENSG00000078795 ENST00000508883
ENSG00000078804 ENST00000374810
ENSG00000078808 ENST00000360001
ENSG00000078814 ENST00000262873
ENSG00000078898 ENST00000170150
ENSG00000078900 ENST00000378295
ENSG00000078902 ENST00000317204
ENSG00000078967 ENST00000222402
ENSG00000079101 ENST00000540035
ENSG00000079102 ENST00000436581
ENSG00000079112 ENST00000027335
ENSG00000079134 ENST00000261600
ENSG00000079150 ENST00000424785
ENSG00000079156 ENST00000392505
ENSG00000079215 ENST00000265113
ENSG00000079246 ENST00000392133
ENSG00000079257 ENST00000264265
ENSG00000079263 ENST00000392045
ENSG00000079277 ENST00000371946
ENSG00000079308 ENST00000171887
ENSG00000079313 ENST00000170168
ENSG00000079332 ENST00000373242
ENSG00000079335 ENST00000361544
ENSG00000079337 ENST00000449771
ENSG00000079385 ENST00000161559
ENSG00000079387 ENST00000448372
ENSG00000079393 ENST00000372700
ENSG00000079432 ENST00000575354
ENSG00000079435 ENST00000244289
ENSG00000079459 ENST00000618539
ENSG00000079462 ENST00000538771
ENSG00000079482 ENST00000355520
ENSG00000079557 ENST00000226355
ENSG00000079616 ENST00000160827
